castTotalLikes,directorLikes,actor1likes,criticReviews,fbPosters,duration,actor3likes,actor2,userReviews,gross,actor1,title,userVotes,language,country,contentRating,budget,year,actor2Likes,rating,aspectRatio,movieLikes,genre,subgenre
2538,93,769,264,0,133,746,Colin Salmon,1185,160201106,Toby Stephens,Die Another Day ,169914,English,UK,PG-13,142000000,2002,766,6.1,2.35,0,Action,Adventure
2097,176,783,464,4,116,322,Kate McKinnon,1211,118099659,Ed Begley Jr.,Ghostbusters ,69757,English,USA,PG-13,144000000,2016,370,5.5,2.35,62000,Action,Comedy
26029,0,13000,167,0,153,537,Steve Buscemi,1171,201573391,Bruce Willis,Armageddon ,322395,English,USA,PG-13,140000000,1998,12000,6.6,2.35,11000,Action,Adventure
14823,188,10000,208,2,88,826,Rosario Dawson,606,190418803,Will Smith,Men in Black II ,270207,English,USA,PG-13,140000000,2002,3000,6.1,1.85,2000,Action,Adventure
31523,0,18000,287,1,115,964,Anthony Hopkins,505,82161969,Robin Wright,Beowulf ,142440,English,USA,PG-13,150000000,2007,12000,6.3,2.35,3000,Action,Adventure
36095,5,24000,210,0,95,967,Angelina Jolie Pitt,145,143523463,J.K. Simmons,Kung Fu Panda 3 ,64322,English,USA,PG,145000000,2016,11000,7.2,2.35,24000,Action,Adventure
21768,663,10000,432,3,133,690,Jeremy Renner,512,209364921,Tom Cruise,Mission: Impossible - Ghost Protocol ,365104,English,USA,PG-13,145000000,2011,10000,7.4,2.35,35000,Action,Adventure
20645,52,20000,256,0,97,161,Kamil McFadden,174,103400692,Hugh Jackman,Rise of the Guardians ,123553,English,USA,PG,145000000,2012,315,7.3,1.85,25000,Adventure,Animation
1997,23,957,135,1,90,233,Richard Burgi,258,110332737,John Michael Higgins,Fun with Dick and Jane ,110788,English,USA,PG-13,100000000,2005,550,6.1,2.35,2000,Comedy,Crime
11945,380,10000,190,1,154,445,Tony Goldwyn,928,111110575,Tom Cruise,The Last Samurai ,317166,English,USA,R,140000000,2003,956,7.7,2.35,0,Action,Drama
26490,0,23000,314,0,150,748,María Valverde,657,65007045,Christian Bale,Exodus: Gods and Kings ,128682,English,UK,PG-13,140000000,2014,893,6.1,2.35,51000,Action,Adventure
39284,14000,26000,518,0,127,981,Leonard Nimoy,1559,257704099,Chris Hemsworth,Star Trek ,504419,English,USA,PG-13,150000000,2009,12000,8,2.35,19000,Action,Adventure
40484,0,24000,291,0,121,4000,James Franco,2012,403706375,J.K. Simmons,Spider-Man ,544665,English,USA,PG-13,139000000,2002,11000,7.3,1.85,5000,Action,Adventure
23378,255,18000,292,5,102,953,Djimon Hounsou,343,176997107,Gerard Butler,How to Train Your Dragon 2 ,221128,English,USA,PG,145000000,2014,3000,7.9,2.35,46000,Action,Adventure
19769,295,18000,184,4,126,284,Elodie Yung,273,31141074,Gerard Butler,Gods of Egypt ,51892,English,USA,PG-13,140000000,2016,934,5.5,2.35,24000,Action,Adventure
2705,357,820,145,0,121,653,Joe Morton,388,31704416,Sam Shepard,Stealth ,45455,English,USA,PG-13,135000000,2005,780,5,2.35,0,Action,Adventure
2530,0,986,451,1,215,413,Billy Crudup,1229,107503316,Matt Frewer,Watchmen ,392474,English,USA,R,130000000,2009,745,7.7,2.35,18000,Action,Drama
6171,503,5000,141,2,127,91,Rene Russo,287,129734803,Jet Li,Lethal Weapon 4 ,127497,English,USA,R,140000000,1998,808,6.6,2.35,0,Action,Crime
1814,0,820,267,0,138,258,Regi Davis,1445,132122995,Kevin Rankin,Hulk ,212106,English,USA,PG-13,137000000,2003,300,5.7,1.85,0,Action,Sci-Fi
31958,209,17000,351,6,122,934,Dwayne Johnson,288,122512052,Channing Tatum,G.I. Joe: Retaliation ,146352,English,USA,PG-13,130000000,2013,12000,5.8,2.35,42000,Action,Adventure
13073,42,11000,163,3,124,848,Rainn Wilson,463,68642452,Matthew McConaughey,Sahara ,77673,English,UK,PG-13,130000000,2005,973,6,2.35,0,Action,Adventure
15015,6,12000,166,1,106,422,Ming-Na Wen,788,32131830,Steve Buscemi,Final Fantasy: The Spirits Within ,72259,English,USA,PG-13,137000000,2001,2000,6.4,1.85,0,Action,Adventure
19761,394,11000,510,0,124,2000,Dominic Cooper,679,176636816,Chris Evans,Captain America: The First Avenger ,508818,English,USA,PG-13,140000000,2011,3000,6.9,2.35,46000,Action,Adventure
2037,150,766,197,2,128,244,Maria Grazia Cucinotta,683,126930660,Colin Salmon,The World Is Not Enough ,157519,English,UK,PG-13,135000000,1999,536,6.4,2.35,2000,Action,Adventure
1205,608,613,244,1,138,168,Lee Ingleby,684,93926386,James D'Arcy,Master and Commander: The Far Side of the World ,168207,English,USA,PG-13,150000000,2003,172,7.4,2.35,0,Action,Adventure
59177,386,21000,322,3,115,12000,Kristen Stewart,329,292298923,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2 ,185394,English,USA,PG-13,120000000,2012,17000,5.5,2.35,65000,Adventure,Drama
62644,750,49000,156,0,100,988,Brad Pitt,79,63992328,Robin Williams,Happy Feet 2 ,32399,English,Australia,PG,135000000,2011,11000,5.9,2.35,0,Animation,Comedy
5811,255,3000,354,0,135,882,Peter Mensah,643,134518390,Ty Burrell,The Incredible Hulk ,326286,English,USA,PG-13,150000000,2008,1000,6.8,2.35,0,Action,Adventure
1687,,982,21,2,60,184,Philip Michael Thomas,74,,Don Johnson,Miami Vice             ,16769,English,USA,TV-14,1500000,,321,7.5,1.33,0,Action,Crime
1950,14000,535,252,0,117,358,Penelope Wilton,106,52792307,Mark Rylance,The BFG ,12572,English,UK,PG,140000000,2016,400,6.8,2.35,27000,Adventure,Family
57108,0,29000,556,0,156,733,Tom Hardy,1188,183635922,Leonardo DiCaprio,The Revenant ,406020,English,USA,R,135000000,2015,27000,8.1,2.35,190000,Adventure,Drama
17416,13,16000,166,0,96,463,Snoop Dogg,90,83024900,Ryan Reynolds,Turbo ,62424,English,USA,PG,135000000,2013,881,6.5,2.35,13000,Adventure,Animation
43291,563,40000,362,0,107,939,Ray Winstone,337,123207194,Johnny Depp,Rango ,183208,English,USA,PG,135000000,2011,1000,7.2,2.35,26000,Adventure,Animation
19963,35,19000,153,0,92,179,Annet Mahendru,118,83348920,Benedict Cumberbatch,Penguins of Madagascar ,60230,English,USA,PG,132000000,2014,411,6.7,1.85,11000,Adventure,Animation
17369,521,13000,329,0,115,883,Edgar Ramírez,820,227137090,Matt Damon,The Bourne Ultimatum ,491077,English,USA,PG-13,110000000,2007,897,8.1,2.35,0,Action,Mystery
12754,54,11000,266,0,92,562,Wayne Knight,360,215395021,Angelina Jolie Pitt,Kung Fu Panda ,307029,English,USA,PG,130000000,2008,967,7.6,2.35,6000,Action,Adventure
5730,235,2000,517,6,117,680,Hayley Atwell,549,180191634,Judy Greer,Ant-Man ,313866,English,USA,PG-13,130000000,2015,2000,7.4,1.85,61000,Action,Adventure
49355,508,34000,502,1,146,523,Josh Hutcherson,706,424645577,Jennifer Lawrence,The Hunger Games: Catching Fire ,498397,English,USA,PG-13,130000000,2013,14000,7.6,2.35,82000,Adventure,Sci-Fi
59177,386,21000,322,3,115,12000,Kristen Stewart,329,292298923,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2 ,185394,English,USA,PG-13,120000000,2012,17000,5.5,2.35,65000,Adventure,Drama
17883,12,17000,165,0,94,183,Matt Jones,214,177343675,Jim Parsons,Home ,70121,English,USA,PG,135000000,2015,523,6.7,1.85,26000,Adventure,Animation
12758,14000,10000,401,0,116,807,Lisa Ann Walter,2741,234277056,Tom Cruise,War of the Worlds ,334345,English,USA,PG-13,132000000,2005,1000,6.5,1.85,0,Adventure,Sci-Fi
12954,0,10000,94,1,147,877,Henry Rollins,511,138396624,Will Smith,Bad Boys II ,178126,English,USA,R,130000000,2003,898,6.6,2.35,0,Action,Comedy
5046,50,4000,246,0,90,397,Constance Marie,137,149234747,Salma Hayek,Puss in Boots ,114287,English,USA,PG,130000000,2011,442,6.7,2.35,16000,Action,Adventure
12406,176,11000,330,1,101,282,Andre Braugher,514,118311368,Angelina Jolie Pitt,Salt ,245621,English,USA,PG-13,110000000,2010,702,6.4,2.35,23000,Action,Crime
32355,0,12000,434,2,138,8000,Emma Watson,1240,101160529,Anthony Hopkins,Noah ,200022,English,USA,PG-13,125000000,2014,9000,5.8,1.85,71000,Action,Adventure
4631,14000,2000,440,1,107,845,Mackenzie Crook,447,77564037,Toby Jones,The Adventures of Tintin ,177383,English,USA,PG,135000000,2011,871,7.4,2.35,44000,Action,Adventure
33284,0,11000,274,3,142,10000,Gary Oldman,1504,249358727,Daniel Radcliffe,Harry Potter and the Prisoner of Azkaban ,382255,English,UK,PG,130000000,2004,10000,7.8,2.35,11000,Adventure,Family
921,1000,309,245,0,165,165,Bryan Brown,450,49551662,Essie Davis,Australia ,102338,English,Australia,PG-13,130000000,2008,284,6.6,2.35,0,Adventure,Drama
14168,0,10000,349,0,100,894,Zoë Kravitz,744,60522097,Will Smith,After Earth ,158720,English,USA,PG-13,130000000,2013,943,4.9,2.35,37000,Action,Adventure
2945,0,1000,145,1,82,388,D.B. Sweeney,241,137748063,Alfre Woodard,Dinosaur ,38438,English,USA,PG,127500000,2000,558,6.5,1.85,0,Adventure,Animation
11036,0,10000,1,1,,159,Dave Legeno,2,,Rupert Grint,Harry Potter and the Deathly Hallows: Part II ,381,English,UK,,,2011,570,7.5,,40,Action,Fantasy
53587,189,49000,154,7,98,1000,Rami Malek,126,113733726,Robin Williams,Night at the Museum: Secret of the Tomb ,67223,English,USA,PG,127000000,2014,3000,6.2,1.85,11000,Adventure,Comedy
46120,96,24000,233,3,95,8000,Brad Pitt,187,148337537,J.K. Simmons,Megamind ,172754,English,USA,PG,130000000,2010,11000,7.3,2.35,13000,Action,Animation
13191,0,11000,258,4,159,645,Fiona Shaw,1571,317557891,Daniel Radcliffe,Harry Potter and the Sorcerer's Stone ,444683,English,UK,PG,125000000,2001,687,7.5,2.35,16000,Adventure,Family
31549,124,16000,208,2,96,1000,Jeff Bridges,210,33592415,Ryan Reynolds,R.I.P.D. ,91640,English,USA,PG-13,130000000,2013,12000,5.6,2.35,20000,Action,Comedy
699,28,544,1,0,120,12,Shin'ya Tsukamoto,13,,Mark Chinnery,Godzilla Resurgence ,374,Japanese,Japan,,,2016,106,8.2,2.35,0,Action,Adventure
48184,563,40000,271,3,143,1000,Orlando Bloom,2113,305388685,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl ,809474,English,USA,PG-13,140000000,2003,5000,8.1,2.35,10000,Action,Adventure
14719,0,10000,4,1,,1000,Toby Jones,2,,Rupert Grint,Harry Potter and the Deathly Hallows: Part I ,252,English,UK,,,2010,2000,6.4,,25,Fantasy,
81385,508,34000,403,1,123,14000,Philip Seymour Hoffman,591,337103873,Jennifer Lawrence,The Hunger Games: Mockingjay - Part 1 ,305008,English,USA,PG-13,125000000,2014,22000,6.7,2.35,52000,Adventure,Sci-Fi
16008,2000,15000,294,2,174,362,Seth Gabel,1966,217536138,Tom Hanks,The Da Vinci Code ,314253,English,USA,PG-13,125000000,2006,574,6.6,2.35,0,Mystery,Thriller
1031,107,688,159,0,101,56,Rachel Crow,99,131536019,Miguel Ferrer,Rio 2 ,58498,English,USA,G,103000000,2014,237,6.4,2.35,0,Adventure,Animation
20952,0,20000,289,4,134,346,Bruce Davison,1055,214948780,Hugh Jackman,X-Men 2 ,405973,English,Canada,PG-13,110000000,2003,505,7.5,2.35,0,Action,Adventure
55345,681,23000,342,3,132,12000,Vin Diesel,366,209805005,Paul Walker,Fast Five ,284792,English,USA,PG-13,125000000,2011,14000,7.3,2.35,54000,Action,Crime
22403,0,21000,382,2,129,154,Eddie Marsan,412,186830669,Robert Downey Jr.,Sherlock Holmes: A Game of Shadows ,338635,English,USA,PG-13,125000000,2011,979,7.5,2.35,39000,Action,Adventure
18003,255,14000,344,0,106,850,Jason Flemyng,637,163192114,Liam Neeson,Clash of the Titans ,229679,English,USA,PG-13,125000000,2010,1000,5.8,2.35,15000,Action,Adventure
1441,719,605,196,0,113,217,Rachel Ticotin,391,119412921,Ronny Cox,Total Recall ,240241,English,USA,R,65000000,1990,308,7.5,1.85,0,Action,Sci-Fi
1815,323,845,85,1,102,241,Vladimir Kulich,546,32694788,Tony Curran,The 13th Warrior ,101411,English,USA,R,85000000,1999,372,6.6,2.35,0,Action,Adventure
12175,209,10000,436,0,135,602,Scott Glenn,504,113165635,Jeremy Renner,The Bourne Legacy ,229823,English,USA,PG-13,125000000,2012,826,6.7,2.35,31000,Action,Adventure
2699,541,920,183,3,125,409,Vivica A. Fox,1018,107285004,Michael Gough,Batman & Robin ,189855,English,USA,PG-13,125000000,1997,890,3.7,1.85,0,Action,
4146,2000,1000,175,0,110,636,T.J. Thyne,482,260031035,Clint Howard,How the Grinch Stole Christmas ,141414,English,USA,PG,123000000,2000,722,6,1.85,0,Comedy,Family
20553,776,15000,239,0,124,812,Dennis Quaid,1159,186739919,Jake Gyllenhaal,The Day After Tomorrow ,333248,English,USA,PG-13,125000000,2004,2000,6.4,2.35,19000,Action,Adventure
11930,610,10000,237,0,123,653,Dougray Scott,1426,215397307,Tom Cruise,Mission: Impossible II ,242188,English,USA,PG-13,125000000,2000,794,6.1,2.35,0,Action,Adventure
2684,249,784,231,0,130,461,Mary Elizabeth Mastrantonio,779,182618434,Karen Allen,The Perfect Storm ,133076,English,USA,PG-13,140000000,2000,638,6.4,2.35,0,Action,Adventure
15302,167,11000,262,3,92,702,Ioan Gruffudd,436,131920333,Chris Evans,Fantastic 4: Rise of the Silver Surfer ,213275,English,USA,PG,130000000,2007,2000,5.6,2.35,0,Action,Adventure
2121,0,774,552,0,127,341,Rafe Spall,755,124976634,Suraj Sharma,Life of Pi ,440084,English,USA,PG,120000000,2012,358,8,1.85,122000,Adventure,Drama
14017,160,12000,276,1,123,402,Matt Long,681,115802596,Nicolas Cage,Ghost Rider ,182661,English,USA,PG-13,110000000,2007,701,5.2,2.35,0,Action,Fantasy
13752,521,13000,267,0,123,265,Riz Ahmed,297,108521835,Matt Damon,Jason Bourne ,40123,English,UK,PG-13,120000000,2016,365,7.1,2.35,31000,Action,Thriller
4046,368,2000,102,0,107,1000,Bernie Mac,554,100685880,Demi Moore,Charlie's Angels: Full Throttle ,100821,English,USA,PG-13,120000000,2003,1000,4.8,2.35,0,Action,Adventure
24098,0,13000,775,0,124,641,Charlize Theron,2326,126464904,Michael Fassbender,Prometheus ,456260,English,USA,R,130000000,2012,9000,7,2.35,97000,Adventure,Mystery
2682,50,886,71,0,77,537,Brad Garrett,69,64736114,Nathan Lane,Stuart Little 2 ,36471,English,USA,PG,120000000,2002,799,5.4,1.85,459,Adventure,Animation
17689,662,13000,476,0,109,1000,Sharlto Copley,814,93050117,Matt Damon,Elysium ,338087,English,USA,R,115000000,2013,2000,6.6,2.35,61000,Action,Drama
17159,123,14000,207,0,134,567,Alexa Davalos,666,57637485,Vin Diesel,The Chronicles of Riddick ,183909,English,USA,PG-13,105000000,2004,850,6.7,2.35,0,Action,Adventure
14161,294,10000,492,0,117,1000,Abbie Cornish,630,58607007,Gary Oldman,RoboCop ,182899,English,USA,PG-13,100000000,2014,2000,6.2,2.35,60000,Action,Crime
902,0,690,284,0,135,87,Kick Gurry,414,43929341,Scott Porter,Speed Racer ,57873,English,USA,PG,120000000,2008,107,6.1,2.35,0,Action,Family
993,274,273,168,4,121,157,Domenick Lombardozzi,196,30212620,Shelley Conn,How Do You Know ,35066,English,USA,PG-13,120000000,2010,216,5.3,1.85,0,Comedy,Drama
12731,446,10000,283,0,117,877,Marc Blucas,348,76418654,Tom Cruise,Knight and Day ,148280,English,USA,PG-13,117000000,2010,973,6.3,2.35,11000,Action,Comedy
22004,364,11000,539,0,124,1000,Tom Cruise,892,89021735,Morgan Freeman,Oblivion ,387436,English,USA,PG-13,120000000,2013,10000,7,2.35,71000,Action,Adventure
44042,0,20000,359,4,140,4000,Christopher Lee,3286,380262555,Natalie Portman,Star Wars: Episode III - Revenge of the Sith ,520104,English,USA,PG-13,113000000,2005,16000,7.6,2.35,10000,Action,Adventure
42990,0,20000,284,3,142,4000,Christopher Lee,3516,310675583,Natalie Portman,Star Wars: Episode II - Attack of the Clones ,464310,English,USA,PG,115000000,2002,16000,6.7,1.78,0,Action,Adventure
15013,0,12000,250,0,92,773,John Ratzenberger,593,289907418,Steve Buscemi,"Monsters, Inc. ",585659,English,USA,G,115000000,2001,1000,8.1,1.85,0,Adventure,Animation
23755,446,20000,440,1,138,929,Tao Okamoto,533,132550960,Hugh Jackman,The Wolverine ,328067,English,USA,PG-13,120000000,2013,992,6.7,2.35,68000,Action,Adventure
37723,0,20000,320,1,136,1000,Liam Neeson,3597,474544677,Natalie Portman,Star Wars: Episode I - The Phantom Menace ,534658,English,USA,PG,115000000,1999,14000,6.5,2.35,13000,Action,Adventure
43286,16,16000,257,3,98,12000,Emma Stone,195,187165546,Ryan Reynolds,The Croods ,150618,English,USA,PG,135000000,2013,15000,7.3,2.35,28000,Adventure,Animation
1609,0,936,33,1,116,141,Santiago Segura,36,,Alain Delon,Asterix at the Olympic Games ,20567,French,France,,78000000,2008,276,5.1,2.35,291,Adventure,Comedy
15046,610,12000,152,0,153,617,Roger Willie,454,40911830,Nicolas Cage,Windtalkers ,55994,English,USA,R,115000000,2002,836,6,2.35,0,Action,Drama
46719,19,26000,231,2,120,9000,Sam Claflin,134,47952020,Chris Hemsworth,The Huntsman: Winter's War ,37750,English,USA,PG-13,115000000,2016,11000,6.1,2.35,16000,Action,Adventure
2690,473,833,348,0,101,429,Danny Woodburn,491,190871240,Noel Fisher,Teenage Mutant Ninja Turtles ,167085,English,USA,PG-13,125000000,2014,809,5.9,2.35,62000,Action,Adventure
87,0,39,738,0,91,13,Basher Savage,1885,274084951,Phaldut Sharma,Gravity ,582917,English,UK,PG-13,100000000,2013,23,7.8,2.35,147000,Adventure,Drama
1569,79,650,93,1,108,268,Grant Heslov,277,67155742,Jamie Renée Smith,Dante's Peak ,62271,English,USA,PG-13,116000000,1997,293,5.8,2.35,0,Action,Adventure
8306,13,5000,181,,112,799,Noel Fisher,115,81638674,Stephen Amell,Teenage Mutant Ninja Turtles: Out of the Shadows ,17533,English,USA,PG-13,135000000,2016,833,6.3,2.35,12000,Action,Adventure
1261,128,596,369,3,100,78,Reg E. Cathey,695,56114221,Tim Blake Nelson,Fantastic Four ,110486,English,USA,PG-13,120000000,2015,360,4.3,2.35,41000,Action,Adventure
55486,189,49000,179,2,108,1000,Rami Malek,444,250863268,Robin Williams,Night at the Museum ,234480,English,USA,PG,110000000,2006,3000,6.4,1.85,3000,Action,Adventure
16718,62,12000,358,0,114,884,Ioan Gruffudd,499,155181732,Dwayne Johnson,San Andreas ,147497,English,USA,PG-13,110000000,2015,2000,6.1,2.35,52000,Action,Adventure
2958,55,811,160,3,119,387,Colin Salmon,328,125332007,Vincent Schiavelli,Tomorrow Never Dies ,149680,English,UK,PG-13,110000000,1997,766,6.5,2.35,0,Action,Adventure
19454,776,13000,192,1,142,1000,Adam Baldwin,1144,113330342,Heath Ledger,The Patriot ,207613,English,USA,R,110000000,2000,2000,7.1,2.35,4000,Action,Drama
19359,0,11000,198,0,125,350,Julia Roberts,627,125531634,Brad Pitt,Ocean's Twelve ,284852,English,USA,PG-13,110000000,2004,8000,6.4,2.35,0,Crime,Thriller
22722,218,11000,233,2,126,322,Angelina Jolie Pitt,798,186336103,Brad Pitt,Mr. & Mrs. Smith ,348861,English,USA,PG-13,120000000,2005,11000,6.5,2.35,0,Action,Comedy
22622,124,14000,263,0,119,1000,Theo James,258,129995817,Kate Winslet,Insurgent ,154621,English,USA,PG-13,110000000,2015,5000,6.3,2.35,27000,Adventure,Sci-Fi
34582,17000,29000,267,0,170,827,Adam Scott,799,102608827,Leonardo DiCaprio,The Aviator ,264318,English,USA,PG-13,110000000,2004,3000,7.5,2.35,0,Biography,Drama
1173,11,480,184,1,85,116,Catherine Tate,121,42776259,James Corden,Gulliver's Travels ,53160,English,USA,PG,112000000,2010,392,4.9,2.35,0,Adventure,Comedy
13391,1000,11000,447,0,119,741,Tom Wilkinson,443,98780042,Christoph Waltz,The Green Hornet ,136019,English,USA,PG-13,120000000,2011,1000,5.8,2.35,14000,Action,Comedy
1655,,669,29,4,60,432,Dirk Benedict,97,,George Peppard,The A-Team             ,25402,English,USA,TV-PG,,,554,7.6,4,0,Action,Adventure
10583,263,6000,366,0,102,1000,Sullivan Stapleton,523,106369117,Eva Green,300: Rise of an Empire ,225273,English,USA,R,110000000,2014,1000,6.2,2.35,71000,Action,Drama
692,67,383,172,3,103,111,Tim Gunn,153,142614158,Mahadeo Shivraj,The Smurfs ,66593,English,USA,PG,110000000,2011,113,5.5,1.78,31000,Adventure,Animation
13607,6,12000,104,0,76,421,Roseanne Barr,88,50026353,Steve Buscemi,Home on the Range ,13581,English,USA,PG,110000000,2004,513,5.4,1.78,304,Animation,Comedy
12452,124,6000,181,3,120,943,Theo James,144,66002193,Naomi Watts,Allegiant ,44296,English,USA,PG-13,110000000,2016,5000,5.8,2.35,12000,Action,Adventure
22254,189,20000,327,1,127,544,Torey Michael Adkins,426,85463309,Hugh Jackman,Real Steel ,254841,English,USA,PG-13,110000000,2011,929,7.1,2.35,36000,Action,Drama
914,67,681,125,3,105,40,Nancy O'Dell,59,71017784,Jacob Tremblay,The Smurfs 2 ,27257,English,USA,PG,105000000,2013,71,5.4,1.85,0,Adventure,Animation
2027,101,673,79,0,121,202,Temuera Morrison,248,48068396,Jason Patric,Speed 2: Cruise Control ,60573,English,USA,PG-13,160000000,1997,368,3.7,2.35,894,Action,Crime
12908,151,11000,326,4,114,430,Moises Arias,554,61656849,Harrison Ford,Ender's Game ,184561,English,USA,PG-13,110000000,2013,635,6.7,2.35,123000,Action,Sci-Fi
